Entity,Code,Year,Life satisfaction in Cantril Ladder (World Happiness Report 2021),Prevalence - Depressive disorders - Sex: Both - Age: All Ages (Number),Prevalence - Mental disorders - Sex: Both - Age: All Ages (Number),"Suicide mortality rate (per 100,000 population)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Continent
Belgium,BEL,2015,6.904,462161,1599908,18.6,8.48,Europe
Bosnia and Herzegovina,BIH,2015,5.117,118977,415557,10.7,27.69,Europe
Bulgaria,BGR,2015,4.865,253327,829660,9.8,9.14,Europe
Croatia,HRV,2015,5.205,168390,522660,17.6,16.18,Europe
Cyprus,CYP,2015,5.439,43049,188593,4.7,14.91,Europe
Denmark,DNK,2015,7.514,234440,770072,10.9,6.28,Europe
Estonia,EST,2015,5.629,63530,165887,15.9,6.19,Europe
Finland,FIN,2015,7.448,258659,773927,14,9.38,Europe
France,FRA,2015,6.358,2886474,10271251,15.8,10.35,Europe
Georgia,GEO,2015,4.122,152882,423932,10.5,16.51,Europe
Germany,DEU,2015,7.037,3479876,12419384,13.3,4.62,Europe
Greece,GRC,2015,5.623,610862,1744422,5,24.9,Europe
Hungary,HUN,2015,5.344,362115,1155195,19.9,6.81,Europe
Iceland,ISL,2015,7.498,10673,45194,14.3,3.98,Europe
Ireland,IRL,2015,6.83,212502,790936,9.3,9.91,Europe
Italy,ITA,2015,5.848,2649872,9076941,7.1,11.9,Europe
Latvia,LVA,2015,5.881,96724,259644,21.6,9.87,Europe
Lithuania,LTU,2015,5.711,150929,404912,34.9,9.12,Europe
Luxembourg,LUX,2015,6.702,21151,80541,12.2,6.67,Europe
Malta,MLT,2015,6.613,15702,65447,7.2,5.38,Europe
Moldova,MDA,2015,6.017,151203,496656,16.2,3.69,Europe
Montenegro,MNE,2015,5.125,20965,73319,20.7,17.54,Europe
Netherlands,NLD,2015,7.324,685726,2708020,11.8,6.87,Europe
Norway,NOR,2015,7.603,183744,792517,12.5,4.3,Europe
Poland,POL,2015,6.007,1000648,4025690,15.9,7.5,Europe
Portugal,PRT,2015,5.081,572563,1937563,13.2,12.44,Europe
Romania,ROU,2015,5.777,658487,2264154,11.5,6.81,Europe
Serbia,SRB,2015,5.318,310176,1032898,16.4,17.66,Europe
Slovakia,SVK,2015,6.162,183089,624297,12.4,11.48,Europe
Slovenia,SVN,2015,5.741,84086,248460,21,8.96,Europe
Spain,ESP,2015,6.381,2565141,8202451,7.9,22.06,Europe
Sweden,SWE,2015,7.289,471157,1456010,15.7,7.43,Europe
Switzerland,CHE,2015,7.572,375558,1384852,15,4.8,Europe
Ukraine,UKR,2015,3.965,2254467,5754513,21.6,9.14,Europe
United Kingdom,GBR,2015,6.515,3159568,9602895,8.8,5.3,Europe
Albania,ALB,2016,4.511,78655,320916,4.7,15.42,Europe
Armenia,ARM,2016,4.325,104663,343371,5.7,17.62,Europe
Austria,AUT,2016,7.048,327142,1317654,15.5,6.01,Europe
Azerbaijan,AZE,2016,5.304,287008,1007419,4,5,Europe
Belarus,BLR,2016,5.178,466629,1229402,24.2,5.84,Europe
Belgium,BEL,2016,6.949,463482,1606964,19.3,7.83,Europe
Bosnia and Herzegovina,BIH,2016,5.181,117897,409267,10.5,25.41,Europe
Bulgaria,BGR,2016,4.838,252632,823947,9.7,7.58,Europe
Croatia,HRV,2016,5.417,168833,522169,16.4,13.1,Europe
Cyprus,CYP,2016,5.795,43773,191343,4.6,12.95,Europe
Denmark,DNK,2016,7.558,235177,774315,10.9,5.99,Europe
Estonia,EST,2016,5.65,63418,165567,15.7,6.76,Europe
Finland,FIN,2016,7.66,255964,772240,15.2,8.82,Europe
France,FRA,2016,6.475,2903648,10315682,14.9,10.04,Europe
Georgia,GEO,2016,4.448,151714,419641,10.7,16.6,Europe
Germany,DEU,2016,6.874,3498720,12486844,13,4.12,Europe
Greece,GRC,2016,5.303,611233,1736839,4.7,23.54,Europe
Hungary,HUN,2016,5.449,363225,1151797,18.7,5.12,Europe
Iceland,ISL,2016,7.51,10831,45800,13,2.98,Europe
Ireland,IRL,2016,7.041,219226,799798,10,8.37,Europe
Italy,ITA,2016,5.955,2650684,9067763,6.6,11.69,Europe
Latvia,LVA,2016,5.94,95980,256852,21.3,9.64,Europe
Lithuania,LTU,2016,5.866,149474,399549,32.8,7.86,Europe
Luxembourg,LUX,2016,6.967,21695,82434,10.2,6.29,Europe
Malta,MLT,2016,6.591,15763,65472,5.8,4.69,Europe
Moldova,MDA,2016,5.578,151299,493553,15.9,4.19,Europe
Montenegro,MNE,2016,5.304,21047,73239,20.8,17.72,Europe
Netherlands,NLD,2016,7.541,695536,2709996,11.9,6.01,Europe
Norway,NOR,2016,7.596,188876,802927,12.6,4.68,Europe
Poland,POL,2016,6.162,1002246,4017745,13.8,6.16,Europe
Portugal,PRT,2016,5.447,583036,1947797,11.4,11.07,Europe
Romania,ROU,2016,5.969,655044,2242864,10.2,5.9,Europe
Serbia,SRB,2016,5.753,310645,1030386,15.2,15.26,Europe
Slovakia,SVK,2016,5.993,183453,623839,12.3,9.67,Europe
Slovenia,SVN,2016,5.937,84591,248829,19,8,Europe
Spain,ESP,2016,6.319,2578686,8189786,7.8,19.64,Europe
Sweden,SWE,2016,7.369,474222,1467814,14.6,6.99,Europe
Switzerland,CHE,2016,7.459,379998,1397082,14.1,4.92,Europe
Ukraine,UKR,2016,4.029,2244673,5723597,21.4,9.35,Europe
United Kingdom,GBR,2016,6.824,3151307,9616672,8.5,4.81,Europe
Albania,ALB,2017,4.64,78768,318721,4.7,13.62,Europe
Armenia,ARM,2017,4.288,104585,342486,3,17.71,Europe
Austria,AUT,2017,7.294,329455,1327473,15.4,5.5,Europe
Azerbaijan,AZE,2017,5.152,291489,1018348,4,5,Europe
Belarus,BLR,2017,5.553,465936,1226154,23.3,5.65,Europe
Belgium,BEL,2017,6.928,464838,1613522,18.9,7.09,Europe
Bosnia and Herzegovina,BIH,2017,5.09,116949,403417,10.5,20.53,Europe
Bulgaria,BGR,2017,5.097,251977,818325,10.3,6.16,Europe
Croatia,HRV,2017,5.343,169427,521479,15.7,11.21,Europe
Cyprus,CYP,2017,6.062,44488,193995,3.7,11.05,Europe
Denmark,DNK,2017,7.594,235941,778076,11.3,5.83,Europe
Estonia,EST,2017,5.938,63380,165276,18.7,5.76,Europe
Finland,FIN,2017,7.788,253519,770503,15.9,8.64,Europe
France,FRA,2017,6.635,2921822,10359040,14.6,9.41,Europe
Georgia,GEO,2017,4.451,150501,415516,9.6,13.94,Europe
Germany,DEU,2017,7.074,3512113,12560603,12.6,3.75,Europe
Greece,GRC,2017,5.148,617179,1735557,5.1,21.49,Europe
Hungary,HUN,2017,6.065,363917,1148180,17.5,4.16,Europe
Iceland,ISL,2017,7.476,10988,46397,12.2,2.74,Europe
Ireland,IRL,2017,7.06,225959,808330,10,6.71,Europe
Italy,ITA,2017,6.199,2652010,9056491,7.1,11.21,Europe
Latvia,LVA,2017,5.978,95283,254183,21.4,8.72,Europe
Lithuania,LTU,2017,6.273,148143,394546,29.7,7.07,Europe
Luxembourg,LUX,2017,7.061,22286,84444,9.8,5.52,Europe
Malta,MLT,2017,6.676,15823,65476,5.5,4,Europe
Moldova,MDA,2017,5.326,151517,490867,14.9,4.1,Europe
Montenegro,MNE,2017,5.615,21138,73174,21.1,16.07,Europe
Netherlands,NLD,2017,7.459,704663,2710051,12.1,4.84,Europe
Norway,NOR,2017,7.579,193402,812386,12.1,4.16,Europe
Poland,POL,2017,6.201,1004953,4010522,13.3,4.89,Europe
Portugal,PRT,2017,5.711,594562,1959440,12,8.87,Europe
Romania,ROU,2017,6.09,652444,2225513,10.1,4.93,Europe
Serbia,SRB,2017,5.122,311124,1027383,0.6,13.48,Europe
Slovakia,SVK,2017,6.366,183944,623404,12.3,8.13,Europe
Slovenia,SVN,2017,6.167,85092,249155,20.9,6.56,Europe
Spain,ESP,2017,6.23,2594129,8177851,8.2,17.22,Europe
Sweden,SWE,2017,7.287,477248,1479004,15,6.72,Europe
Switzerland,CHE,2017,7.474,384381,1408994,14.6,4.8,Europe
Ukraine,UKR,2017,4.311,2236189,5694252,20.6,9.51,Europe
United Kingdom,GBR,2017,7.103,3140877,9626858,8.2,4.33,Europe
Albania,ALB,2018,5.004,78984,317090,4.5,12.3,Europe
Armenia,ARM,2018,5.062,104864,342075,2.1,18.97,Europe
Austria,AUT,2018,7.396,331896,1335927,15.7,4.85,Europe
Azerbaijan,AZE,2018,5.168,297333,1031270,4,4.9,Europe
Belarus,BLR,2018,5.234,462493,1220689,22.8,4.76,Europe
Belgium,BEL,2018,6.892,466910,1619003,18.7,5.95,Europe
Bosnia and Herzegovina,BIH,2018,5.887,116437,398335,10.8,18.4,Europe
Bulgaria,BGR,2018,5.099,250512,812529,9.7,5.21,Europe
Croatia,HRV,2018,5.536,169288,520224,16.4,8.43,Europe
Cyprus,CYP,2018,6.276,45683,197159,4.2,8.37,Europe
Denmark,DNK,2018,7.649,237828,782866,11.4,5.13,Europe
Estonia,EST,2018,6.091,63467,165281,15.3,5.37,Europe
Finland,FIN,2018,7.858,256472,774343,16.2,7.36,Europe
France,FRA,2018,6.666,2936647,10396567,14.2,9.02,Europe
Georgia,GEO,2018,4.659,149707,411815,9.4,12.67,Europe
Germany,DEU,2018,7.118,3510876,12603399,12.9,3.38,Europe
Greece,GRC,2018,5.409,627655,1737318,5.1,19.29,Europe
Hungary,HUN,2018,5.936,362730,1143727,17.7,3.71,Europe
Ireland,IRL,2018,6.962,227602,810806,9.9,5.74,Europe
Italy,ITA,2018,6.517,2664098,9056173,6.7,10.61,Europe
Latvia,LVA,2018,5.901,94767,251885,18.1,7.41,Europe
Lithuania,LTU,2018,6.309,146808,390030,27.4,6.15,Europe
Luxembourg,LUX,2018,7.243,22854,86507,10.6,5.59,Europe
Malta,MLT,2018,6.91,16044,65729,6,3.66,Europe
Moldova,MDA,2018,5.682,151164,488222,14.4,4.11,Europe
Montenegro,MNE,2018,5.65,21185,73121,21.2,15.18,Europe
Netherlands,NLD,2018,7.463,709075,2720074,11.4,3.83,Europe
Norway,NOR,2018,7.444,195097,818913,12,3.8,Europe
Poland,POL,2018,6.111,1032710,4031840,12.7,3.85,Europe
Portugal,PRT,2018,5.92,597098,1960612,11.7,6.99,Europe
Romania,ROU,2018,6.151,649991,2210750,10.2,4.19,Europe
Serbia,SRB,2018,5.936,310335,1022803,11.3,12.73,Europe
Slovakia,SVK,2018,6.235,184537,623593,12.2,6.54,Europe
Slovenia,SVN,2018,6.249,85156,249412,17.8,5.11,Europe
Spain,ESP,2018,6.513,2608760,8089435,7.8,15.26,Europe
Sweden,SWE,2018,7.375,479878,1492239,14.9,6.37,Europe
Switzerland,CHE,2018,7.509,387994,1421469,14.5,4.71,Europe
Ukraine,UKR,2018,4.662,2224310,5662736,21.9,8.8,Europe
United Kingdom,GBR,2018,7.233,3157062,9674260,8.1,4,Europe
Albania,ALB,2019,4.995,79363,316139,4.3,11.47,Europe
Armenia,ARM,2019,5.488,105444,342130,3.3,18.81,Europe
Austria,AUT,2019,7.195,334514,1344131,14.6,4.49,Europe
Azerbaijan,AZE,2019,5.173,304935,1046156,4.1,4.84,Europe
Belarus,BLR,2019,5.821,456449,1213285,21.2,4.71,Europe
Belgium,BEL,2019,6.772,469480,1623114,18.3,5.36,Europe
Bosnia and Herzegovina,BIH,2019,6.016,116461,393992,10.9,15.69,Europe
Bulgaria,BGR,2019,5.108,248876,806533,9.7,4.23,Europe
Croatia,HRV,2019,5.626,168656,518613,16.4,6.62,Europe
Cyprus,CYP,2019,6.137,47436,200773,3.6,7.07,Europe
Denmark,DNK,2019,7.693,240588,788590,10.7,5.02,Europe
Estonia,EST,2019,6.035,63705,165474,14.9,4.45,Europe
Finland,FIN,2019,7.78,261800,780382,15.3,6.7,Europe
France,FRA,2019,6.69,2950518,10431111,13.8,8.44,Europe
Georgia,GEO,2019,4.892,149260,408722,9.2,11.57,Europe
Germany,DEU,2019,7.035,3492814,12609726,12.3,3.14,Europe
Greece,GRC,2019,5.952,643258,1742480,5.1,17.31,Europe
Hungary,HUN,2019,6,360365,1138329,16.6,3.42,Europe
Iceland,ISL,2019,7.533,11377,47521,11.9,3.51,Europe
Ireland,IRL,2019,7.255,228118,809124,9.6,4.95,Europe
Italy,ITA,2019,6.445,2687097,9065825,6.7,9.95,Europe
Latvia,LVA,2019,5.97,94417,249853,20.1,6.31,Europe
Lithuania,LTU,2019,6.064,145335,385738,26.1,6.26,Europe
Luxembourg,LUX,2019,7.404,23443,88575,11.3,5.6,Europe
Malta,MLT,2019,6.733,16423,66170,6.1,3.4,Europe
Moldova,MDA,2019,5.803,150412,485490,14.7,5.1,Europe
Montenegro,MNE,2019,5.386,21190,73066,21,15.12,Europe
Netherlands,NLD,2019,7.425,713508,2732687,11.8,3.38,Europe
Norway,NOR,2019,7.442,195502,823389,11.8,3.69,Europe
Poland,POL,2019,6.242,1090061,4082487,11.3,3.28,Europe
Portugal,PRT,2019,6.095,598389,1960225,11.5,6.46,Europe
Romania,ROU,2019,6.13,647909,2197435,9.7,3.91,Europe
Serbia,SRB,2019,6.241,309003,1017420,11.4,10.4,Europe
Slovakia,SVK,2019,6.243,185321,624456,12.1,5.75,Europe
Slovenia,SVN,2019,6.665,84967,249578,19.8,4.45,Europe
Spain,ESP,2019,6.457,2629831,7921378,7.7,14.1,Europe
Sweden,SWE,2019,7.398,482156,1507628,14.7,6.83,Europe
Switzerland,CHE,2019,7.694,391056,1434124,14.5,4.39,Europe
Ukraine,UKR,2019,4.702,2211421,5629417,21.6,8.19,Europe
United Kingdom,GBR,2019,7.157,3177565,9722512,7.9,3.74,Europe
Canada,CAN,2005,7.418,1147295,4158435,12.2,6.76,North America
Mexico,MEX,2005,6.581,3142074,11974597,4.1,3.56,North America
Costa Rica,CRI,2006,7.082,131886,522795,8.4,5.74,North America
Cuba,CUB,2006,5.418,528967,1769731,12.7,1.91,North America
Dominican Republic,DOM,2006,5.088,338529,1338995,4.7,5.66,North America
El Salvador,SLV,2006,5.701,186737,731835,6.6,6.57,North America
Guatemala,GTM,2006,5.901,414101,1557435,10.7,3.02,North America
Haiti,HTI,2006,3.754,294537,1348010,9.6,15.54,North America
Honduras,HND,2006,5.397,175914,819909,2.2,3.58,North America
Jamaica,JAM,2006,6.208,78660,367761,1.5,10.33,North America
Nicaragua,NIC,2006,4.46,156188,659606,4.6,5.31,North America
Panama,PAN,2006,6.128,92543,370703,5.7,3.61,North America
Trinidad and Tobago,TTO,2006,5.832,54910,191803,11.3,4.03,North America
Belize,BLZ,2007,6.451,8558,40107,5.2,8.51,North America
Canada,CAN,2007,7.482,1149577,4335706,11.5,6.04,North America
Costa Rica,CRI,2007,7.432,134713,530121,5.7,4.49,North America
Dominican Republic,DOM,2007,5.081,343396,1357857,4.8,5.16,North America
El Salvador,SLV,2007,5.296,188478,737712,7.9,6.41,North America
Guatemala,GTM,2007,6.33,425215,1606376,8.3,3.03,North America
Honduras,HND,2007,5.097,182334,845299,2.1,3.21,North America
Mexico,MEX,2007,6.525,3382712,12480226,4.1,3.63,North America
Nicaragua,NIC,2007,4.944,159265,670827,4.9,4.89,North America
Panama,PAN,2007,6.894,94446,377949,4.9,3.52,North America
Canada,CAN,2008,7.486,1150607,4465233,11.5,6.14,North America
Costa Rica,CRI,2008,6.851,137527,537244,5.5,4.78,North America
Dominican Republic,DOM,2008,4.842,348130,1376391,4.8,4.76,North America
El Salvador,SLV,2008,5.191,190322,743597,6.8,5.88,North America
Guatemala,GTM,2008,6.414,435035,1654019,8,3.08,North America
Haiti,HTI,2008,3.846,308846,1418023,10.1,16.06,North America
Honduras,HND,2008,5.42,188930,871252,2.1,3.16,North America
Mexico,MEX,2008,6.829,3533233,12753082,4.4,3.87,North America
Nicaragua,NIC,2008,5.104,162184,681864,5.1,6.2,North America
Panama,PAN,2008,6.931,96366,385299,5.4,3.48,North America
Trinidad and Tobago,TTO,2008,6.696,55396,192479,13.7,4.22,North America
Canada,CAN,2009,7.488,1154248,4583894,12,8.34,North America
Costa Rica,CRI,2009,7.615,140250,544010,5.6,7.71,North America
Dominican Republic,DOM,2009,5.432,352963,1394868,4.9,5.47,North America
El Salvador,SLV,2009,6.839,192337,749403,8.6,7.33,North America
Guatemala,GTM,2009,6.452,444923,1701520,7.9,3.36,North America
Honduras,HND,2009,6.033,195585,897379,2,3.29,North America
Mexico,MEX,2009,6.963,3678399,13012027,4.6,5.36,North America
Nicaragua,NIC,2009,5.353,165012,692834,5,8.16,North America
Panama,PAN,2009,7.034,98338,392726,4.8,3.68,North America
Canada,CAN,2010,7.65,1162045,4661462,12.1,8.06,North America
Costa Rica,CRI,2010,7.271,142895,550338,6.9,7.17,North America
Dominican Republic,DOM,2010,4.735,358154,1412959,4.7,5.21,North America
El Salvador,SLV,2010,6.74,194570,755027,6.1,4.89,North America
Guatemala,GTM,2010,6.29,455762,1749339,7.3,3.5,North America
Haiti,HTI,2010,3.766,320816,1474766,10.9,15.34,North America
Honduras,HND,2010,5.866,202454,923838,2,4.12,North America
Mexico,MEX,2010,6.802,3799031,13238432,4.5,5.3,North America
Nicaragua,NIC,2010,5.687,168127,704368,4.8,7.83,North America
Panama,PAN,2010,7.321,100435,400208,4.2,3.71,North America
Canada,CAN,2011,7.426,1175728,4711641,11.3,7.51,North America
Costa Rica,CRI,2011,7.229,145473,556618,6.9,10.14,North America
Dominican Republic,DOM,2011,5.397,363304,1430726,4.9,6.09,North America
El Salvador,SLV,2011,4.741,196750,760269,8,4.3,North America
Guatemala,GTM,2011,5.743,466504,1797226,6.6,3.12,North America
Haiti,HTI,2011,4.845,325862,1495055,10.1,14.7,North America
Honduras,HND,2011,4.961,209536,950340,1.9,4.48,North America
Jamaica,JAM,2011,5.374,81254,378286,2.2,12.7,North America
Mexico,MEX,2011,6.91,3902003,13426656,5.2,5.17,North America
Nicaragua,NIC,2011,5.386,171622,716198,5.5,6.45,North America
Panama,PAN,2011,7.248,102672,408016,3.8,2.31,North America
Trinidad and Tobago,TTO,2011,6.519,56378,194003,9.9,3.43,North America
Canada,CAN,2012,7.415,1193428,4763396,11.8,7.29,North America
Costa Rica,CRI,2012,7.272,148085,563188,6.6,9.78,North America
Dominican Republic,DOM,2012,4.753,367951,1447993,5.2,6.72,North America
El Salvador,SLV,2012,5.934,198982,765191,6.8,3.84,North America
Guatemala,GTM,2012,5.856,476029,1843846,6.1,2.77,North America
Haiti,HTI,2012,4.413,334668,1532357,10,14.1,North America
Honduras,HND,2012,4.602,216559,976681,3.3,3.75,North America
Mexico,MEX,2012,7.32,4004220,13590604,4.9,4.89,North America
Nicaragua,NIC,2012,5.448,175006,728272,4.4,5.21,North America
Panama,PAN,2012,6.86,104920,415868,3.6,2.39,North America
Canada,CAN,2013,7.594,1211603,4814767,12.1,7.07,North America
Costa Rica,CRI,2013,7.158,150718,569810,6.7,8.77,North America
Dominican Republic,DOM,2013,5.016,372082,1464372,5.5,7.35,North America
El Salvador,SLV,2013,6.325,201013,769543,6.4,3.69,North America
Guatemala,GTM,2013,5.985,485816,1890812,5.9,3.02,North America
Haiti,HTI,2013,4.622,343718,1570547,9.9,14.12,North America
Honduras,HND,2013,4.713,223546,1003138,3.2,5.65,North America
Jamaica,JAM,2013,5.709,84205,383484,2,15.25,North America
Mexico,MEX,2013,7.443,4101563,13739986,5.2,4.91,North America
Nicaragua,NIC,2013,5.772,178439,740326,5.3,5.28,North America
Panama,PAN,2013,6.866,107178,423899,3.4,2.3,North America
Trinidad and Tobago,TTO,2013,6.168,57492,196048,10.9,2.68,North America
Belize,BLZ,2014,5.956,10945,50351,6,8.24,North America
Canada,CAN,2014,7.304,1228891,4863541,12.7,6.91,North America
Costa Rica,CRI,2014,7.247,153318,576243,5.6,9.06,North America
Dominican Republic,DOM,2014,5.387,376353,1480788,6.1,6.72,North America
El Salvador,SLV,2014,5.857,203187,773810,5.8,4.15,North America
Guatemala,GTM,2014,6.536,497109,1938412,5.8,2.72,North America
Haiti,HTI,2014,3.889,353058,1609852,10,14.02,North America
Honduras,HND,2014,5.056,230593,1029351,3.4,7.08,North America
Jamaica,JAM,2014,5.311,85624,385867,2.2,13.74,North America
Mexico,MEX,2014,6.68,4191434,13891082,5.7,4.81,North America
Nicaragua,NIC,2014,6.275,181778,752239,4.5,4.52,North America
Panama,PAN,2014,6.631,109513,431900,4.1,2.72,North America
Canada,CAN,2015,7.413,1240746,4905291,13,6.91,North America
Costa Rica,CRI,2015,6.854,155850,582172,6.7,9,North America
Dominican Republic,DOM,2015,5.062,381693,1497722,6.4,7.61,North America
El Salvador,SLV,2015,6.018,205455,777878,6.9,4,North America
Guatemala,GTM,2015,6.465,511212,1987777,5.8,2.51,North America
Haiti,HTI,2015,3.57,362419,1647985,10,13.95,North America
Honduras,HND,2015,4.845,237901,1055570,4,6.15,North America
Mexico,MEX,2015,6.236,4271748,14054387,5.6,4.31,North America
Nicaragua,NIC,2015,5.924,185428,764409,4.2,4.7,North America
Panama,PAN,2015,6.606,112100,440937,2.9,3,North America
Canada,CAN,2016,7.245,1247725,4941197,11.9,7,North America
Costa Rica,CRI,2016,7.136,158297,587992,7.7,8.6,North America
Dominican Republic,DOM,2016,5.239,387710,1514797,6.4,7.28,North America
El Salvador,SLV,2016,6.14,208121,782200,5.7,4.42,North America
Guatemala,GTM,2016,6.359,528803,2041004,5.7,2.58,North America
Haiti,HTI,2016,3.352,372486,1686417,9.8,13.86,North America
Honduras,HND,2016,5.648,245341,1082108,2,6.73,North America
Mexico,MEX,2016,6.824,4343889,14242162,5.6,3.86,North America
Nicaragua,NIC,2016,6.013,189305,777203,4.4,3.9,North America
Panama,PAN,2016,6.118,115271,452481,3.3,3.32,North America
Canada,CAN,2017,7.415,1255399,4977891,13,6.34,North America
Costa Rica,CRI,2017,7.225,160605,593211,6.1,8.14,North America
Dominican Republic,DOM,2017,5.605,393884,1531482,5.7,5.83,North America
El Salvador,SLV,2017,6.339,210794,786777,6.1,4.39,North America
Guatemala,GTM,2017,6.325,546807,2093662,5.6,2.46,North America
Haiti,HTI,2017,3.824,382769,1725016,9.7,13.72,North America
Honduras,HND,2017,6.02,252917,1108992,2.1,5.53,North America
Jamaica,JAM,2017,5.89,88409,389695,2.3,11.63,North America
Mexico,MEX,2017,6.41,4414464,14427103,5.9,3.42,North America
Nicaragua,NIC,2017,6.476,193138,789363,4.4,3.3,North America
Panama,PAN,2017,6.568,118568,464656,3.2,3.9,North America
Trinidad and Tobago,TTO,2017,6.192,59098,199214,9.5,3.3,North America
Canada,CAN,2018,7.175,1266070,5009540,12,5.83,North America
Costa Rica,CRI,2018,7.141,162929,598401,7.2,9.63,North America
Dominican Republic,DOM,2018,5.433,401510,1551197,5.2,5.86,North America
El Salvador,SLV,2018,6.241,212815,790987,6,4.01,North America
Guatemala,GTM,2018,6.627,561899,2141936,6,2.41,North America
Haiti,HTI,2018,3.615,392704,1764423,9.7,13.58,North America
Honduras,HND,2018,5.908,260194,1134855,2,5.65,North America
Mexico,MEX,2018,6.55,4486785,14600008,5.4,3.28,North America
Nicaragua,NIC,2018,5.819,196804,800986,4.5,5.2,North America
Panama,PAN,2018,6.281,121332,473940,2.9,3.89,North America
Canada,CAN,2019,7.109,1281759,5039382,11.8,5.66,North America
Costa Rica,CRI,2019,6.998,165166,603549,8.1,11.49,North America
Dominican Republic,DOM,2019,6.004,410286,1572360,4.9,6.36,North America
El Salvador,SLV,2019,6.455,214219,794550,6.1,3.96,North America
Guatemala,GTM,2019,6.262,574688,2186540,5.9,2.36,North America
Honduras,HND,2019,5.93,267211,1160229,2.1,5.57,North America
Jamaica,JAM,2019,6.309,93124,394754,2.4,7.72,North America
Mexico,MEX,2019,6.432,4560220,14774237,5.3,3.48,North America
Nicaragua,NIC,2019,6.113,200158,811879,4.4,5.14,North America
Panama,PAN,2019,6.086,123699,481582,2.9,4.74,North America
Australia,AUS,2005,7.341,1055981,3623951,11.2,5.03,Oceania
New Zealand,NZL,2006,7.305,157759,720477,13.1,3.86,Oceania
Australia,AUS,2007,7.285,1079238,3715190,10.9,4.38,Oceania
New Zealand,NZL,2007,7.604,159323,726190,12.3,3.66,Oceania
Australia,AUS,2008,7.254,1086839,3759775,11.6,4.23,Oceania
New Zealand,NZL,2008,7.381,160462,730197,12.4,4.17,Oceania
Australia,AUS,2010,7.45,1103593,3851339,11.7,5.21,Oceania
New Zealand,NZL,2010,7.224,162077,736645,12.6,6.56,Oceania
Australia,AUS,2011,7.406,1113602,3898552,11.2,5.08,Oceania
New Zealand,NZL,2011,7.191,163154,740429,11.4,6.49,Oceania
Australia,AUS,2012,7.196,1123217,3946067,11.7,5.22,Oceania
New Zealand,NZL,2012,7.25,164417,743985,12.7,6.93,Oceania
Australia,AUS,2013,7.364,1132312,3993992,11.5,5.66,Oceania
New Zealand,NZL,2013,7.28,165722,747733,12.2,5.77,Oceania
Australia,AUS,2014,7.289,1141102,4042211,12.7,6.08,Oceania
New Zealand,NZL,2014,7.306,167023,751300,11.3,5.37,Oceania
Australia,AUS,2015,7.309,1149604,4093220,13.2,6.05,Oceania
New Zealand,NZL,2015,7.418,168086,754676,11.7,5.35,Oceania
Australia,AUS,2016,7.25,1136582,4151823,12.2,5.71,Oceania
New Zealand,NZL,2016,7.226,168778,757811,12.2,5.08,Oceania
Australia,AUS,2017,7.257,1126306,4213378,13.1,5.59,Oceania
New Zealand,NZL,2017,7.327,169400,760608,12.7,4.7,Oceania
Australia,AUS,2018,7.177,1140467,4270976,12.4,5.3,Oceania
New Zealand,NZL,2018,7.37,170086,764175,11.4,4.3,Oceania
Australia,AUS,2019,7.234,1160300,4332635,12.5,5.16,Oceania
New Zealand,NZL,2019,7.205,170727,768276,11,4.07,Oceania
Brazil,BRA,2005,6.637,8529118,33285033,4.7,9.57,South America
Venezuela,VEN,2005,7.17,760980,3296579,4.4,10.66,South America
Argentina,ARG,2006,6.313,1044267,5146115,8.6,10.08,South America
Bolivia,BOL,2006,5.374,281386,1317868,5.9,2.72,South America
Chile,CHL,2006,6.063,693542,2442288,10,9.02,South America
Colombia,COL,2006,6.025,1060531,5235711,4.1,11.53,South America
Ecuador,ECU,2006,5.024,425521,1872847,10,3.55,South America
Paraguay,PRY,2006,4.73,185671,825675,4.2,5.28,South America
Peru,PER,2006,4.811,586902,3624767,2.7,4.26,South America
Uruguay,URY,2006,5.786,97638,444142,15.5,10.84,South America
Venezuela,VEN,2006,6.525,780820,3362852,3.9,8.61,South America
Argentina,ARG,2007,6.073,1038445,5173846,8.3,8.47,South America
Bolivia,BOL,2007,5.628,287740,1345530,6.1,2.64,South America
Brazil,BRA,2007,6.321,8485854,33991971,4.9,8.33,South America
Chile,CHL,2007,5.698,685906,2452947,11,8.43,South America
Colombia,COL,2007,6.138,1047065,5149999,4.1,11.2,South America
Ecuador,ECU,2007,4.996,435282,1912926,10.2,3.14,South America
Guyana,GUY,2007,5.993,35492,116578,30.9,10.84,South America
Paraguay,PRY,2007,5.272,190487,842857,3.8,4.71,South America
Peru,PER,2007,5.214,589414,3668611,2.6,3.92,South America
Uruguay,URY,2007,5.694,98230,445712,17.4,9.4,South America
Argentina,ARG,2008,5.961,1028172,5197845,8.7,7.84,South America
Bolivia,BOL,2008,5.298,293862,1372170,6,2.6,South America
Brazil,BRA,2008,6.691,8315631,34170600,5.1,7.34,South America
Chile,CHL,2008,5.789,673915,2458865,12.2,9.29,South America
Colombia,COL,2008,6.168,1024889,5025782,4.2,11.27,South America
Ecuador,ECU,2008,5.297,445243,1953658,10.5,3.92,South America
Paraguay,PRY,2008,5.57,195322,859716,3.6,4.42,South America
Peru,PER,2008,5.129,591232,3711203,2.7,3.82,South America
Uruguay,URY,2008,5.664,98814,447063,15.1,8.03,South America
